date,TempInSitu,Serial,SalinityInSitu_1pCal
2021-01-15 08:24:42,23.28,316,34.83656298
2021-01-15 08:24:52,23.28,316,34.59268213
2021-01-15 08:25:02,23.28,316,34.90039294
2021-01-15 08:25:12,23.28,316,34.72214442
2021-01-15 08:25:22,23.28,316,34.53603634
2021-01-15 08:25:32,23.27,316,34.42168249
2021-01-15 08:25:42,23.28,316,34.3234635
2021-01-15 08:25:52,23.28,316,34.25828513
2021-01-15 08:26:02,23.28,316,34.17785107
2021-01-15 08:26:12,23.29,316,34.12378799
2021-01-15 08:26:22,23.29,316,34.08385295
2021-01-15 08:26:32,23.3,316,34.03923965
2021-01-15 08:26:42,23.3,316,34.02388061
2021-01-15 08:26:52,23.3,316,33.97801131
2021-01-15 08:27:02,23.32,316,33.96867181
2021-01-15 08:27:12,23.32,316,33.9198035
2021-01-15 08:27:22,23.32,316,33.90768938
2021-01-15 08:27:32,23.32,316,33.8893174
2021-01-15 08:27:42,23.33,316,33.91211965
2021-01-15 08:27:52,23.33,316,33.86650287
2021-01-15 08:28:02,23.33,316,33.8877968
2021-01-15 08:28:12,23.33,316,33.85732082
2021-01-15 08:28:22,23.34,316,33.82836619
2021-01-15 08:28:32,23.34,316,33.82836658
2021-01-15 08:28:42,23.34,316,33.83139323
2021-01-15 08:28:52,23.35,316,33.8450123
2021-01-15 08:29:02,23.35,316,33.81162974
2021-01-15 08:29:12,23.35,316,33.80557939
2021-01-15 08:29:22,23.35,316,33.80255447
2021-01-15 08:29:32,23.37,316,33.76900543
2021-01-15 08:29:42,23.37,316,33.76900581
2021-01-15 08:29:52,23.37,316,33.78412486
2021-01-15 08:30:02,23.37,316,33.77203024
2021-01-15 08:30:12,23.37,316,33.73262574
2021-01-15 08:30:22,23.38,316,33.75833994
2021-01-15 08:30:32,23.37,316,33.75389015
2021-01-15 08:30:42,23.38,316,33.73718158
2021-01-15 08:30:52,23.38,316,33.7281144
2021-01-15 08:31:02,23.38,316,33.7249916
2021-01-15 08:31:12,23.38,316,33.74020535
2021-01-15 08:31:22,23.39,316,33.74767915
2021-01-15 08:31:32,23.39,316,33.73256937
2021-01-15 08:31:42,23.39,316,33.74767992
2021-01-15 08:31:52,23.39,316,33.7355921
2021-01-15 08:32:02,23.39,316,33.7173607
2021-01-15 09:54:32,29.16,316,34.87083632
2021-01-15 09:54:42,29.19,316,34.75244452
2021-01-15 09:54:52,29.14,316,34.75444554
2021-01-15 09:55:02,29.15,316,34.69571793
2021-01-15 09:55:12,29.16,316,34.6200643
2021-01-15 09:55:22,29.19,316,34.48609131
2021-01-15 09:55:32,29.2,316,34.49583116
2021-01-15 09:55:42,29.17,316,34.54809162
2021-01-15 09:55:52,29.17,316,34.48010693
2021-01-15 09:56:02,29.17,316,34.49034897
2021-01-15 09:56:12,29.17,316,34.48355168
2021-01-15 09:56:22,29.14,316,34.48821309
2021-01-15 09:56:32,29.15,316,34.47420813
2021-01-15 09:56:42,29.15,316,34.48436294
2021-01-15 09:56:52,29.14,316,34.43399139
2021-01-15 09:57:02,29.15,316,34.40984842
2021-01-15 09:57:12,29.15,316,34.37604449
2021-01-15 09:57:22,29.15,316,34.369339
2021-01-15 09:57:32,29.14,316,34.36981377
2021-01-15 09:57:42,29.15,316,34.36598685
2021-01-15 09:57:52,29.15,316,34.34913318
2021-01-15 09:58:02,29.16,316,34.30155959
2021-01-15 09:58:12,29.14,316,34.32595249
2021-01-15 09:58:22,29.14,316,34.35966467
2021-01-15 09:58:32,29.12,316,34.34365628
2021-01-15 09:58:42,29.12,316,34.41456174
2021-01-15 09:58:52,29.12,316,34.39760437
2021-01-15 09:59:02,29.14,316,34.34280948
2021-01-15 09:59:12,29.12,316,34.38418495
2021-01-15 09:59:22,29.12,316,34.34365802
2021-01-15 09:59:32,29.12,316,34.39760577
2021-01-15 09:59:42,29.12,316,34.33695024
2021-01-15 09:59:52,29.14,316,34.383233
2021-01-15 10:00:02,29.12,316,34.35716765
2021-01-15 10:00:12,29.14,316,34.31925118
2021-01-15 10:00:22,29.14,316,34.29234112
2021-01-15 10:00:32,29.14,316,34.33945958
2021-01-15 10:00:42,29.12,316,34.32009144
2021-01-15 10:00:52,29.12,316,34.32009178
2021-01-15 10:01:02,29.12,316,34.33024477
2021-01-15 10:01:12,29.14,316,34.31590061
2021-01-15 10:01:22,29.11,316,34.33062136
2021-01-15 10:01:32,29.12,316,34.31003166
2021-01-15 10:01:42,29.1,316,34.33444378
2021-01-15 10:01:52,29.09,316,34.34162304
2021-01-15 10:02:02,29.11,316,34.33742291
2021-01-15 10:02:12,29.11,316,34.30378726
2021-01-15 10:02:22,29.11,316,34.24668204
2021-01-15 10:02:32,29.11,316,34.29707952
2021-01-15 10:02:42,29.14,316,34.24532887
2021-01-15 10:02:52,29.16,316,34.19752693
2021-01-15 10:03:02,29.16,316,34.20757619
2021-01-15 10:03:12,29.17,316,34.2004333
2021-01-15 10:03:22,29.16,316,34.16077655
2021-01-15 10:03:32,29.15,316,34.21807344
2021-01-15 10:03:42,29.15,316,34.21807378
2021-01-15 10:03:52,29.15,316,34.20132235
2021-01-15 10:04:02,29.15,316,34.24488007
2021-01-15 10:04:12,29.15,316,34.18792257
2021-01-15 10:04:22,29.14,316,34.21517077
2021-01-15 10:04:32,29.15,316,34.19797355
2021-01-15 10:04:42,29.14,316,34.17505322
2021-01-15 10:04:52,29.16,316,34.17743471
2021-01-15 10:05:02,29.16,316,34.1708272
2021-01-15 10:05:12,29.16,316,34.16078037
2021-01-15 10:05:22,29.19,316,34.12265526
2021-01-15 10:05:32,29.19,316,34.09597526
2021-01-15 10:05:42,29.19,316,34.11270696
2021-01-15 10:05:52,29.17,316,34.13355998
2021-01-15 10:06:02,29.19,316,34.12934987
2021-01-15 10:06:12,29.19,316,34.09932282
2021-01-15 10:06:22,29.16,316,34.10403877
2021-01-15 10:06:32,29.17,316,34.11356513
2021-01-15 10:06:42,29.17,316,34.09031431
2021-01-15 10:06:52,29.19,316,34.0860303
2021-01-15 10:07:02,29.19,316,34.10267077
2021-01-15 10:07:12,29.2,316,34.10559016
2021-01-15 10:07:22,29.2,316,34.05893691
2021-01-15 10:07:32,29.2,316,34.10893657
2021-01-15 10:07:42,29.19,316,34.08937804
2021-01-15 10:07:52,29.19,316,34.09932629
2021-01-15 10:08:02,29.2,316,34.07557329
2021-01-15 10:08:12,29.2,316,34.06897373
2021-01-15 10:08:22,29.19,316,34.05275708
2021-01-15 10:08:32,29.2,316,34.06228432
2021-01-15 10:08:42,29.2,316,34.04899548
2021-01-15 10:08:52,29.19,316,34.07274139
2021-01-15 10:09:02,29.2,316,34.06563039
2021-01-15 10:09:12,29.2,316,34.05894073
2021-01-15 10:09:22,29.2,316,34.06563108
2021-01-15 10:09:32,29.19,316,34.03612329
2021-01-15 10:09:42,29.2,316,34.0456528
2021-01-15 10:09:52,29.2,316,34.03570956
2021-01-15 10:10:02,29.21,316,34.02191986
2021-01-15 10:10:12,29.21,316,34.03854928
2021-01-15 10:10:22,29.25,316,34.05332486
2021-01-15 10:10:32,29.22,316,34.10130736
2021-01-15 10:10:42,29.19,316,34.15604413
2021-01-15 10:10:52,29.2,316,34.14891525
2021-01-15 10:11:02,29.2,316,34.15895493
2021-01-15 10:11:12,29.2,316,34.15895528
2021-01-15 10:11:22,29.2,316,34.15895563
2021-01-15 10:11:32,29.19,316,34.13270803
2021-01-15 10:11:42,29.2,316,34.15560983
2021-01-15 10:11:52,29.19,316,34.1260154
2021-01-15 10:12:02,29.2,316,34.15226408
2021-01-15 10:12:12,29.2,316,34.11220163
2021-01-15 10:12:22,29.2,316,34.10560093
2021-01-15 10:12:32,29.2,316,34.0822732
2021-01-15 10:12:42,29.19,316,34.03947511
2021-01-15 10:12:52,29.19,316,34.04942103
2021-01-15 10:13:02,29.17,316,34.04699846
2021-01-15 10:13:12,29.16,316,34.09409949
2021-01-15 10:13:22,29.15,316,34.08791753
2021-01-15 10:13:32,29.16,316,34.0242576
2021-01-15 10:13:42,29.12,316,34.04934875
2021-01-15 10:13:52,29.12,316,34.04934909
2021-01-15 10:14:02,29.1,316,34.00716563
2021-01-15 10:14:12,29.09,316,33.97461056
2021-01-15 10:14:22,29.09,316,33.99444197
2021-01-15 10:14:32,29.1,316,33.99394737
2021-01-15 10:14:42,29.08,316,34.0115131
2021-01-15 10:14:52,29.06,316,34.04232287
2021-01-15 10:15:02,29,316,34.0320025
2021-01-15 10:15:12,28.93,316,34.05866296
2021-01-15 10:15:22,28.83,316,33.9877942
2021-01-15 10:15:32,28.73,316,33.94381388
2021-01-15 10:15:42,28.66,316,33.9970708
2021-01-15 10:15:52,28.7,316,33.98828768
2021-01-15 10:16:02,28.71,316,33.95807971
2021-01-15 10:16:12,28.72,316,33.97729037
2021-01-15 10:16:22,28.72,316,34.04321051
2021-01-15 10:16:32,28.73,316,34.0129951
2021-01-15 10:16:42,28.76,316,34.01462218
2021-01-15 10:16:52,28.76,316,33.99485241
2021-01-15 10:17:02,28.76,316,33.99485276
2021-01-15 10:17:12,28.76,316,33.97180548
2021-01-15 10:17:22,28.71,316,33.97121134
2021-01-15 10:17:32,28.71,316,33.98771505
2021-01-15 10:17:42,28.73,316,33.95037991
2021-01-15 10:17:52,28.77,316,33.994275880000004
2021-01-15 10:18:02,28.79,316,33.9998566
2021-01-15 10:18:12,28.79,316,34.00313494
2021-01-15 10:18:22,28.81,316,33.99542009
2021-01-15 10:18:32,28.81,316,33.98559055
2021-01-15 10:18:42,28.82,316,33.95862498
2021-01-15 10:18:52,28.81,316,33.93617565
2021-01-15 10:19:02,28.73,316,33.64676235
2021-01-15 10:19:12,28.82,316,33.86338375
2021-01-15 10:19:22,28.77,316,33.68663324
2021-01-15 10:19:32,28.7,316,33.50649011
2021-01-15 10:19:42,28.73,316,33.43074265
2021-01-15 10:19:52,28.73,316,33.4115619
2021-01-15 10:20:02,28.79,316,33.79626917
2021-01-15 10:20:12,28.82,316,33.85683781
2021-01-15 10:20:22,28.83,316,33.86283059
2021-01-15 10:20:32,28.83,316,33.91866908
2021-01-15 10:20:42,28.83,316,33.86283129
2021-01-15 10:20:52,28.84,316,33.85900308
2021-01-15 10:21:02,28.83,316,33.81364476
2021-01-15 10:21:12,28.81,316,33.68763903
2021-01-15 10:21:22,28.84,316,33.91483109
2021-01-15 10:21:32,28.82,316,33.97510025
2021-01-15 10:21:42,28.81,316,33.89669378
2021-01-15 10:21:52,28.79,316,33.88798794
2021-01-15 10:22:02,28.81,316,33.8770443
2021-01-15 10:22:12,28.78,316,33.74459766
2021-01-15 10:22:22,28.81,316,33.76572833
2021-01-15 10:22:32,28.79,316,33.76689398
2021-01-15 10:22:42,28.78,316,33.71858524
2021-01-15 10:22:52,28.83,316,33.73857144
2021-01-15 10:23:02,28.84,316,33.72495564
2021-01-15 10:23:12,28.84,316,33.84264455
2021-01-15 10:23:22,28.87,316,33.79511159
2021-01-15 10:23:32,28.97,316,33.78322872
2021-01-15 10:23:42,28.89,316,33.66040725
2021-01-15 10:23:52,28.9,316,33.70534699
2021-01-15 10:24:02,29.06,316,33.87710315
2021-01-15 10:24:12,28.95,316,33.69291431
2021-01-15 10:24:22,28.99,316,33.72006925
2021-01-15 10:24:32,29.06,316,33.69036901
2021-01-15 10:24:42,29.09,316,33.83288083
2021-01-15 10:24:52,29.05,316,33.69080796
2021-01-15 10:25:02,29.05,316,33.73660274
2021-01-15 10:25:12,29.1,316,33.77651264
2021-01-15 10:25:22,29.06,316,33.76547951
2021-01-15 10:25:32,29.06,316,33.72294512
2021-01-15 10:25:42,29.06,316,33.73280914
2021-01-15 10:25:52,29.04,316,33.730533
2021-01-15 10:26:02,29.04,316,33.71749793
2021-01-15 10:26:12,29.05,316,33.81183453
2021-01-15 10:26:22,29.05,316,33.82831467
2021-01-15 10:26:32,29.09,316,33.87559931
2021-01-15 10:26:42,29.24,316,33.98739086
2021-01-15 10:26:52,29.19,316,33.84439459
2021-01-15 10:27:02,29.22,316,33.95189041
2021-01-15 10:27:12,29.26,316,33.94009179
2021-01-15 10:27:22,29.25,316,33.96378189
2021-01-15 10:27:32,29.22,316,33.92876933
2021-01-15 10:27:42,29.24,316,33.88816755
2021-01-15 10:27:52,29.17,316,33.87172293
2021-01-15 10:28:02,29.15,316,33.84636459
2021-01-15 10:28:12,29.14,316,33.82712501
2021-01-15 10:28:22,29.24,316,33.99732846
2021-01-15 10:28:32,29.21,316,33.95563578
2021-01-15 10:28:42,29.17,316,33.93110831
2021-01-15 10:28:52,29.19,316,34.04285408
2021-01-15 10:29:02,29.16,316,33.98783975
2021-01-15 10:29:12,29.16,316,33.85900325
2021-01-15 10:29:22,29.15,316,33.91227583
2021-01-15 10:29:32,29.17,316,33.91791224
2021-01-15 10:29:42,29.17,316,33.88492168
2021-01-15 10:29:52,29.19,316,33.88062586
2021-01-15 10:30:02,29.15,316,33.85947649
2021-01-15 10:30:12,29.15,316,33.82657345
2021-01-15 10:30:22,29.19,316,33.84765374
2021-01-15 10:30:32,29.2,316,33.79462773
2021-01-15 10:30:42,29.21,316,33.8764237
2021-01-15 10:30:52,29.24,316,33.87165613
2021-01-15 10:31:02,29.25,316,33.86459313
2021-01-15 10:31:12,29.26,316,33.85753261
2021-01-15 10:31:22,29.33,316,33.7293667
2021-01-15 10:31:32,29.38,316,33.68770423
2021-01-15 10:31:42,29.44,316,33.56079998
2021-01-15 10:31:52,29.43,316,33.62329638
2021-01-15 10:32:02,29.41,316,33.62740104
2021-01-15 10:32:12,29.37,316,33.21239321
2021-01-15 10:32:22,29.24,316,33.03796135
2021-01-15 10:32:32,29.24,316,33.818955
2021-01-15 10:32:42,29.26,316,33.765441
2021-01-15 10:32:52,29.25,316,33.788899549999996
2021-01-15 10:33:02,29.21,316,33.29761239
2021-01-15 10:33:12,29.22,316,33.10886029
2021-01-15 10:33:22,29.19,316,33.41767301
2021-01-15 10:33:32,29.16,316,33.08043148
2021-01-15 10:33:42,29.19,316,32.98703261
2021-01-15 10:33:52,29.16,316,32.7441798
2021-01-15 10:34:02,29.16,316,32.54566985
2021-01-15 10:34:12,29.15,316,32.5679127
2021-01-15 10:34:22,29.21,316,32.73808061
2021-01-15 10:34:32,29.24,316,32.79878143
2021-01-15 10:34:42,29.25,316,32.84833818
2021-01-15 10:34:52,29.22,316,32.84066771
2021-01-15 10:35:02,29.28,316,33.02625224
2021-01-15 10:35:12,29.3,316,33.06952504
2021-01-15 10:35:22,29.27,316,33.13154456
2021-01-15 10:35:32,29.31,316,33.39210233
2021-01-15 10:35:42,29.3,316,33.37333221
2021-01-15 10:35:52,29.3,316,33.59679284
2021-01-15 10:36:02,29.3,316,33.56428989
2021-01-15 10:36:12,29.28,316,33.63359032
2021-01-15 10:36:22,29.27,316,33.68962787
2021-01-15 10:36:32,29.27,316,33.56248984
2021-01-15 10:36:42,29.28,316,32.89379456
2021-01-15 10:36:52,29.3,316,32.97461179
2021-01-15 10:37:02,29.36,316,33.08225836
2021-01-15 10:37:12,29.27,316,32.79705039
2021-01-15 10:37:22,29.3,316,32.88323886
2021-01-15 10:37:32,29.26,316,32.68219153
2021-01-15 10:37:42,29.3,316,33.00936043
2021-01-15 10:37:52,29.27,316,32.92579364
2021-01-15 10:38:02,29.31,316,32.88267469
2021-01-15 10:38:12,29.32,316,32.91673867
2021-01-15 10:38:22,29.33,316,33.09340743
2021-01-15 10:38:32,29.22,316,32.6224521
2021-01-15 10:38:42,29.26,316,32.74769798
2021-01-15 10:38:52,29.31,316,32.9392988
2021-01-15 10:39:02,29.38,316,33.20235647
2021-01-15 10:39:12,29.39,316,33.3720156
2021-01-15 10:39:22,29.32,316,33.30792848
2021-01-15 10:39:32,29.27,316,33.89343148
2021-01-15 10:39:42,29.27,316,33.91319073
2021-01-15 10:39:52,29.24,316,33.95761868
2021-01-15 10:40:02,29.27,316,33.76499949
2021-01-15 10:40:12,29.25,316,33.93401772
2021-01-15 10:40:22,29.26,316,33.87072422
2021-01-15 10:40:32,29.27,316,33.78465728
2021-01-15 10:40:42,29.28,316,33.76778933
2021-01-15 10:40:52,29.27,316,33.72560305
2021-01-15 10:41:02,29.28,316,33.70226166
2021-01-15 10:41:12,29.3,316,33.61310246
2021-01-15 10:41:22,29.32,316,33.7003889
2021-01-15 10:41:32,29.28,316,33.57171721
2021-01-15 10:41:42,29.33,316,33.67698474
2021-01-15 10:41:52,29.31,316,33.57675347
2021-01-15 10:42:02,29.33,316,33.74244669
2021-01-15 10:42:12,29.35,316,33.66296232
2021-01-15 10:42:22,29.33,316,33.69337204
2021-01-15 10:42:32,29.35,316,33.74487026
2021-01-15 10:42:42,29.36,316,33.77069983
2021-01-15 10:42:52,29.36,316,33.71489507
2021-01-15 10:43:02,29.35,316,33.71201458
2021-01-15 10:43:12,29.35,316,33.71534537
2021-01-15 10:43:22,29.35,316,33.78754833
2021-01-15 10:43:32,29.31,316,33.90810608
2021-01-15 10:43:42,29.32,316,33.87463246
2021-01-15 10:43:52,29.36,316,33.72470698
2021-01-15 10:44:02,29.36,316,33.69194966
2021-01-15 10:44:12,29.35,316,33.81393447
2021-01-15 10:44:22,29.37,316,33.70131177
2021-01-15 10:44:32,29.37,316,33.69150514
2021-01-15 10:44:42,29.38,316,33.72704432
2021-01-15 10:44:52,29.38,316,33.68449362
2021-01-15 10:45:02,29.37,316,33.69150618
2021-01-15 10:45:12,29.38,316,33.65499247
2021-01-15 10:45:22,29.37,316,33.59993711
2021-01-15 10:45:32,29.37,316,33.66856608
2021-01-15 10:45:42,29.37,316,33.62278155
2021-01-15 10:45:52,29.36,316,33.63311042
2021-01-15 10:46:02,29.38,316,33.6615598
2021-01-15 10:46:12,29.38,316,33.66156015
2021-01-15 10:46:22,29.37,316,33.58366228
2021-01-15 10:46:32,29.36,316,33.58741629
2021-01-15 10:46:42,29.36,316,33.55486011
2021-01-15 10:46:52,29.37,316,33.52836716
2021-01-15 10:47:02,29.35,316,33.5163387
2021-01-15 10:47:12,29.36,316,33.62330761
2021-01-15 10:47:22,29.35,316,33.53909241
2021-01-15 10:47:32,29.33,316,33.53030041
2021-01-15 10:47:42,29.35,316,33.5488066
2021-01-15 10:47:52,29.37,316,33.5967048
2021-01-15 10:48:02,29.33,316,33.56278187
2021-01-15 10:48:12,29.38,316,33.59295036
2021-01-15 10:48:22,29.41,316,33.53299439
2021-01-15 10:48:32,29.43,316,33.60697999
2021-01-15 10:48:42,29.42,316,33.75805928
2021-01-15 10:48:52,29.42,316,33.76138659
2021-01-15 10:49:02,29.41,316,33.63732306
2021-01-15 10:49:12,29.41,316,33.56551985
2021-01-15 10:49:22,29.39,316,33.70690288
2021-01-15 10:49:32,29.39,316,33.64476095
2021-01-15 10:49:42,29.41,316,33.70933224
2021-01-15 10:49:52,29.39,316,33.6611273
2021-01-15 10:50:02,29.41,316,33.66348243
2021-01-15 10:50:12,29.41,316,33.65359475
2021-01-15 10:50:22,29.41,316,33.66348312
2021-01-15 10:50:32,29.41,316,33.62096826
2021-01-15 10:50:42,29.41,316,33.61440783
2021-01-15 10:50:52,29.39,316,33.64476371
2021-01-15 10:51:02,29.39,316,33.62839966
2021-01-15 10:51:12,29.39,316,33.61212679
2021-01-15 10:51:22,29.41,316,33.67984638
2021-01-15 10:51:32,29.39,316,33.69053817
2021-01-15 10:51:42,29.38,316,33.6354003
2021-01-15 10:51:52,29.38,316,33.67794181
2021-01-15 10:52:02,29.38,316,33.67794216
2021-01-15 10:52:12,29.38,316,33.64520393
2021-01-15 10:52:22,29.39,316,33.66113248
2021-01-15 10:52:32,29.41,316,33.65036361
2021-01-15 10:52:42,29.39,316,33.64800457
2021-01-15 10:52:52,29.42,316,33.6662824
2021-01-15 10:53:02,29.39,316,33.65780667
2021-01-15 10:53:12,29.41,316,33.66672517
2021-01-15 10:53:22,29.41,316,33.69621299
2021-01-15 10:53:32,29.42,316,33.68587813
2021-01-15 10:53:42,29.42,316,33.66628413
2021-01-15 10:53:52,29.43,316,33.65928245
2021-01-15 10:54:02,29.42,316,33.65972382
2021-01-15 10:54:12,29.42,316,33.67608211
2021-01-15 10:54:22,29.41,316,33.71590564
2021-01-15 10:54:32,29.42,316,33.6858802
2021-01-15 10:54:42,29.41,316,33.627448
2021-01-15 10:54:52,29.39,316,33.64800906
2021-01-15 10:55:02,29.39,316,33.64144541
2021-01-15 10:55:12,29.39,316,33.66437566
2021-01-15 10:55:22,29.41,316,33.73227296
2021-01-15 10:55:32,29.42,316,33.64660553
2021-01-15 10:55:42,29.41,316,33.70934467
2021-01-15 10:55:52,29.41,316,33.65360649
2021-01-15 10:56:02,29.42,316,33.65316716
2021-01-15 10:56:12,29.42,316,33.58137154
2021-01-15 10:56:22,29.42,316,33.62045677
2021-01-15 10:56:32,29.41,316,33.5785639
2021-01-15 10:56:42,29.39,316,33.53070102
2021-01-15 10:56:52,29.39,316,33.55343949
2021-01-15 10:57:02,29.39,316,33.52423124
2021-01-15 10:57:12,29.39,316,33.53070206
2021-01-15 10:57:22,29.38,316,33.5214116
2021-01-15 10:57:32,29.38,316,33.57669627
2021-01-15 10:57:42,29.38,316,33.60933465
2021-01-15 10:57:52,29.37,316,33.56741046
2021-01-15 10:58:02,29.38,316,33.54415421
2021-01-15 10:58:12,29.39,316,33.54697107
2021-01-15 10:58:22,29.41,316,33.51675511
2021-01-15 10:58:32,29.41,316,33.55574559
2021-01-15 10:58:42,29.42,316,33.47081018
2021-01-15 10:58:52,29.43,316,33.49302942
2021-01-15 10:59:02,29.44,316,33.43104453
2021-01-15 10:59:12,29.43,316,33.45415542
2021-01-15 10:59:22,29.44,316,33.43427608
2021-01-15 10:59:32,29.44,316,33.37926875
2021-01-15 10:59:42,29.43,316,33.4249827
2021-01-15 10:59:52,29.43,316,33.43153557
2021-01-15 11:00:02,29.42,316,33.43193533
2021-01-15 11:00:12,29.42,316,33.47081329
2021-01-15 11:00:22,29.42,316,33.461116
2021-01-15 11:00:32,29.39,316,33.50150351
2021-01-15 11:00:42,29.39,316,33.50150386
2021-01-15 11:00:52,29.38,316,33.50191547
2021-01-15 11:01:02,29.39,316,33.50150455
2021-01-15 11:01:12,29.38,316,33.46956432
2021-01-15 11:01:22,29.38,316,33.42419058
2021-01-15 11:01:32,29.39,316,33.46906981
2021-01-15 11:01:42,29.36,316,33.45104967
2021-01-15 11:01:52,29.39,316,33.43987358
2021-01-15 11:02:02,29.39,316,33.43017246
2021-01-15 11:02:12,29.39,316,33.43017281
2021-01-15 11:02:22,29.39,316,33.44634251
2021-01-15 11:02:32,29.37,316,33.50565598
2021-01-15 11:02:42,29.39,316,33.55021596
2021-01-15 11:02:52,29.38,316,33.58327049
2021-01-15 11:03:02,29.35,316,33.58796675
2021-01-15 11:03:12,29.32,316,33.66441515
2021-01-15 11:03:22,29.35,316,33.61072819
2021-01-15 11:03:32,29.32,316,33.60895848
2021-01-15 11:03:42,29.33,316,33.56938304
2021-01-15 11:03:52,29.3,316,33.5936094
2021-01-15 11:04:02,29.28,316,33.60437022
2021-01-15 11:04:12,29.27,316,33.61786246
2021-01-15 11:04:22,29.27,316,33.59831165
2021-01-15 11:04:32,29.24,316,33.63565042
2021-01-15 11:04:42,29.24,316,33.62582374
2021-01-15 11:04:52,29.26,316,33.57278888
2021-01-15 11:05:02,29.26,316,33.56630221
2021-01-15 11:05:12,29.22,316,33.60080367
2021-01-15 11:05:22,29.24,316,33.59328203
2021-01-15 11:05:32,29.22,316,33.57808123
2021-01-15 11:05:42,29.24,316,33.58679274
2021-01-15 11:05:52,29.24,316,33.554256
2021-01-15 11:06:02,29.22,316,33.59106662
2021-01-15 11:06:12,29.24,316,33.57705916
2021-01-15 11:06:22,29.22,316,33.6008061
2021-01-15 11:06:32,29.22,316,33.61712893
2021-01-15 11:06:42,29.24,316,33.59977499
2021-01-15 11:06:52,29.21,316,33.59158228
2021-01-15 11:07:02,29.21,316,33.61431133
2021-01-15 11:07:12,29.21,316,33.58508951
2021-01-15 11:07:22,29.19,316,33.5925206
2021-01-15 11:07:32,29.19,316,33.58277724
2021-01-15 11:07:42,29.19,316,33.59585951
2021-01-15 11:07:52,29.17,316,33.60988535
2021-01-15 11:08:02,29.19,316,33.61210096
2021-01-15 11:08:12,29.17,316,33.61963452
2021-01-15 11:08:22,29.15,316,33.62717259
2021-01-15 11:08:32,29.15,316,33.63367476
